请求 ID,模型,时间,项目名称,项目ID,API Key名称,API Key ID,输入 Tokens,输出 Tokens,Cached Tokens
chatcmpl-6a77a6fd7c5695c6eaa5a187,kimi-k3,2026-08-09 06:00:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,195378,950,194048
chatcmpl-6a77a6f5cfe918a310930773,kimi-k3,2026-08-09 06:00:26,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,194300,133,190208
chatcmpl-6a77a6ef7c5695c6eaa5a181,kimi-k3,2026-08-09 06:00:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,190422,72,186368
chatcmpl-6a77a6e77c5695c6eaa5a17d,kimi-k3,2026-08-09 06:00:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,186524,253,182016
chatcmpl-6a77a6d67c5695c6eaa5a173,kimi-k3,2026-08-09 06:00:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,182227,644,178176
chatcmpl-6a77a6d07c5695c6eaa5a171,kimi-k3,2026-08-09 05:59:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,178300,145,178176
chatcmpl-6a77a6bf7c5695c6eaa5a166,kimi-k3,2026-08-09 05:59:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,178215,51,177920
chatcmpl-6a77a6ba7c5695c6eaa5a163,kimi-k3,2026-08-09 05:59:26,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,178047,113,177664
chatcmpl-6a77a6b37c5695c6eaa5a15e,kimi-k3,2026-08-09 05:59:21,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,177739,264,176384
chatcmpl-6a77a69a7c5695c6eaa5a153,kimi-k3,2026-08-09 05:59:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,176560,1135,140032
chatcmpl-6a77a6957c5695c6eaa5a14f,kimi-k3,2026-08-09 05:58:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,140057,118,139776
chatcmpl-6a77a6897c5695c6eaa5a148,kimi-k3,2026-08-09 05:58:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,139972,51,139520
chatcmpl-6a77a6827c5695c6eaa5a144,kimi-k3,2026-08-09 05:58:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,139640,255,139264
chatcmpl-6a77a67c7c5695c6eaa5a140,kimi-k3,2026-08-09 05:58:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,139478,117,138752
chatcmpl-6a77a6717c5695c6eaa5a13a,kimi-k3,2026-08-09 05:58:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,138939,497,138496
chatcmpl-6a77a66a7c5695c6eaa5a136,kimi-k3,2026-08-09 05:58:08,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,138616,279,137728
chatcmpl-6a77a65b7c5695c6eaa5a12e,kimi-k3,2026-08-09 05:58:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,137850,722,136960
chatcmpl-6a77a64d7c5695c6eaa5a126,kimi-k3,2026-08-09 05:57:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,137114,693,136704
chatcmpl-6a77a6467c5695c6eaa5a121,kimi-k3,2026-08-09 05:57:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136834,237,136448
chatcmpl-6a77a63e7c5695c6eaa5a11b,kimi-k3,2026-08-09 05:57:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136556,243,136192
chatcmpl-6a77a6377c5695c6eaa5a119,kimi-k3,2026-08-09 05:57:17,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136289,223,135680
chatcmpl-6a77a62d7c5695c6eaa5a110,kimi-k3,2026-08-09 05:57:10,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,135764,481,134400
chatcmpl-6a77a6187c5695c6eaa5a106,kimi-k3,2026-08-09 05:56:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,134545,1175,132864
chatcmpl-6a77a5fdf051a4bda8a0c033,kimi-k3,2026-08-09 05:56:37,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132998,1503,132352
chatcmpl-6a77a5f3f051a4bda8a0c02c,kimi-k3,2026-08-09 05:56:12,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132539,415,131840
chatcmpl-6a77a5e87c5695c6eaa5a0f9,kimi-k3,2026-08-09 05:56:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132048,447,131584
chatcmpl-6a77a5dc7c5695c6eaa5a0f4,kimi-k3,2026-08-09 05:55:51,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131586,418,86528
chatcmpl-6a77a5d47c5695c6eaa5a0f0,kimi-k3,2026-08-09 05:55:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131203,338,129792
chatcmpl-6a77a5be7c5695c6eaa5a0e2,kimi-k3,2026-08-09 05:55:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129883,1276,129280
chatcmpl-6a77a5b57c5695c6eaa5a0db,kimi-k3,2026-08-09 05:55:08,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129433,406,125440
chatcmpl-6a77a56f7c5695c6eaa5a0be,kimi-k3,2026-08-09 05:54:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125657,3732,125184
chatcmpl-6a77a5687c5695c6eaa5a0ba,kimi-k3,2026-08-09 05:53:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125342,271,124928
chatcmpl-6a77a5607c5695c6eaa5a0b3,kimi-k3,2026-08-09 05:53:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124981,317,124416
chatcmpl-6a77a5547c5695c6eaa5a0b0,kimi-k3,2026-08-09 05:53:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124669,268,14592
chatcmpl-6a77a54b7c5695c6eaa5a0a9,kimi-k3,2026-08-09 05:53:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124293,331,123648
chatcmpl-6a77a53b7c5695c6eaa5a09d,kimi-k3,2026-08-09 05:53:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123678,584,111616
chatcmpl-6a77a4787c5695c6eaa5a03f,kimi-k3,2026-08-09 05:52:58,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,111650,11984,110848
chatcmpl-6a77a46db35cd1c7230ea8c0,kimi-k3,2026-08-09 05:49:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,111083,344,110592
chatcmpl-6a77a4657c5695c6eaa5a033,kimi-k3,2026-08-09 05:49:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,110843,209,110592
chatcmpl-6a77a45c7c5695c6eaa5a02f,kimi-k3,2026-08-09 05:49:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,110694,96,110080
chatcmpl-6a77a44f7c5695c6eaa5a02a,kimi-k3,2026-08-09 05:49:15,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,110135,515,109312
chatcmpl-6a77a4427c5695c6eaa5a021,kimi-k3,2026-08-09 05:49:02,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,109361,730,105472
chatcmpl-6a77a3fd7c5695c6eaa5a001,kimi-k3,2026-08-09 05:48:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105689,3628,90880
chatcmpl-6a77a3137c5695c6eaa59fac,kimi-k3,2026-08-09 05:47:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,91035,14610,90368
chatcmpl-6a77a30b7c5695c6eaa59fa8,kimi-k3,2026-08-09 05:43:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,90451,348,90112
chatcmpl-6a77a3057c5695c6eaa59fa4,kimi-k3,2026-08-09 05:43:38,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,90235,165,87296
chatcmpl-6a77a2d47c5695c6eaa59f92,kimi-k3,2026-08-09 05:43:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,87408,2436,87040
chatcmpl-6a77a2cf7c5695c6eaa59f8e,kimi-k3,2026-08-09 05:42:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,87127,135,77568
chatcmpl-6a77a2007c5695c6eaa59f25,kimi-k3,2026-08-09 05:42:38,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,77567,9387,69376
chatcmpl-6a77a1fb7c5695c6eaa59f20,kimi-k3,2026-08-09 05:39:11,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,69514,126,63488
chatcmpl-6a77a1f87c5695c6eaa59f1c,kimi-k3,2026-08-09 05:39:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,63594,66,56832
chatcmpl-6a77a1f47c5695c6eaa59f1a,kimi-k3,2026-08-09 05:39:03,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,56830,91,40960
chatcmpl-6a77a1f07c5695c6eaa59f16,kimi-k3,2026-08-09 05:38:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,40974,106,30464
chatcmpl-6a77a1eb7c5695c6eaa59f13,kimi-k3,2026-08-09 05:38:55,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,30679,119,18688
chatcmpl-6a77a1e77c5695c6eaa59f10,kimi-k3,2026-08-09 05:38:51,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,18903,141,14592
chatcmpl-6a77a1e27c5695c6eaa59f0d,kimi-k3,2026-08-09 05:38:47,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,14728,199,0
chatcmpl-6a77a1bff051a4bda8a0bc5e,kimi-k3,2026-08-09 05:38:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,78353,1393,77312
chatcmpl-6a77a1aecfe918a3109303a7,kimi-k3,2026-08-09 05:38:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,78997,653,77312
chatcmpl-6a77a1a8f3154d657bce7600,kimi-k3,2026-08-09 05:37:47,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,77404,96,77056
chatcmpl-6a77a1a1cfe918a31093039c,kimi-k3,2026-08-09 05:37:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,77183,136,76800
chatcmpl-6a77a19bcfe918a310930399,kimi-k3,2026-08-09 05:37:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,76995,131,72704
chatcmpl-6a77a18fcfe918a310930390,kimi-k3,2026-08-09 05:37:22,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,76921,51,76288
chatcmpl-6a77a187cfe918a310930389,kimi-k3,2026-08-09 05:37:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,76519,343,75776
chatcmpl-6a77a17dcfe918a31093037f,kimi-k3,2026-08-09 05:37:10,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,75945,339,75520
chatcmpl-6a77a177cfe918a31093037b,kimi-k3,2026-08-09 05:37:00,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,75729,154,75520
chatcmpl-6a77a16bf3154d657bce75d8,kimi-k3,2026-08-09 05:36:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,75644,51,75264
chatcmpl-6a77a164f3154d657bce75d3,kimi-k3,2026-08-09 05:36:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,75379,216,74752
chatcmpl-6a77a153cfe918a31093035c,kimi-k3,2026-08-09 05:36:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,76391,206,74752
chatcmpl-6a77a14dcfe918a310930355,kimi-k3,2026-08-09 05:36:16,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,74800,96,74496
chatcmpl-6a77a145cfe918a310930351,kimi-k3,2026-08-09 05:36:11,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,74546,169,73984
chatcmpl-6a77a13ecfe918a31093034c,kimi-k3,2026-08-09 05:36:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,74229,239,73984
chatcmpl-6a77a137f3154d657bce75b0,kimi-k3,2026-08-09 05:35:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,74028,157,73728
chatcmpl-6a77a12ef3154d657bce75ab,kimi-k3,2026-08-09 05:35:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,73752,109,73216
chatcmpl-6a77a126f3154d657bce75a4,kimi-k3,2026-08-09 05:35:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,74910,139,73216
chatcmpl-6a77a120cfe918a310930338,kimi-k3,2026-08-09 05:35:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,73315,96,72960
chatcmpl-6a77a11af3154d657bce759d,kimi-k3,2026-08-09 05:35:26,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,73141,89,72704
chatcmpl-6a77a10ccfe918a310930328,kimi-k3,2026-08-09 05:35:16,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,72772,321,70144
chatcmpl-6a77a0f669fd541d3c51d474,kimi-k3,2026-08-09 05:35:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,145197,974,137728
chatcmpl-6a77a0f16373421ba9f236da,kimi-k3,2026-08-09 05:34:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,144863,154,144640
chatcmpl-6a77a07469fd541d3c51d3e6,kimi-k3,2026-08-09 05:32:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,144778,51,144384
chatcmpl-6a77a06d6373421ba9f2362b,kimi-k3,2026-08-09 05:32:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,144441,168,143616
chatcmpl-6a77a05d6373421ba9f23616,kimi-k3,2026-08-09 05:32:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,143858,524,136704
chatcmpl-6a77a0586373421ba9f2360f,kimi-k3,2026-08-09 05:32:12,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,143549,161,143104
chatcmpl-6a77a05269fd541d3c51d3c3,kimi-k3,2026-08-09 05:32:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,143238,173,142848
chatcmpl-6a77a0476373421ba9f235f9,kimi-k3,2026-08-09 05:31:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,142997,189,142592
chatcmpl-6a77a0436373421ba9f235f1,kimi-k3,2026-08-09 05:31:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,142729,115,142592
chatcmpl-6a77a03a69fd541d3c51d3a9,kimi-k3,2026-08-09 05:31:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,142644,51,142080
chatcmpl-6a77a0336373421ba9f235e4,kimi-k3,2026-08-09 05:31:37,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,142230,260,140544
chatcmpl-6a77a01669fd541d3c51d386,kimi-k3,2026-08-09 05:31:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,140716,1323,140288
chatcmpl-6a77a01369fd541d3c51d382,kimi-k3,2026-08-09 05:31:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,140504,80,140288
chatcmpl-6a77a00d69fd541d3c51d37d,kimi-k3,2026-08-09 05:30:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,140312,123,139776
chatcmpl-6a77a0076373421ba9f235aa,kimi-k3,2026-08-09 05:30:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,140027,126,138752
chatcmpl-6a779ff26373421ba9f2358f,kimi-k3,2026-08-09 05:30:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,140556,746,138752
chatcmpl-6a779fed6373421ba9f23587,kimi-k3,2026-08-09 05:30:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,138995,80,138752
chatcmpl-6a779fe869fd541d3c51d35f,kimi-k3,2026-08-09 05:30:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,138873,53,138240
chatcmpl-6a779fdd6373421ba9f2356e,kimi-k3,2026-08-09 05:30:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,138293,442,136448
chatcmpl-6a779fbf6373421ba9f2354f,kimi-k3,2026-08-09 05:30:03,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,138095,1382,136448
chatcmpl-6a779fb969fd541d3c51d328,kimi-k3,2026-08-09 05:29:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136537,80,136192
chatcmpl-6a779fb56373421ba9f23542,kimi-k3,2026-08-09 05:29:27,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136415,53,129024
chatcmpl-6a779fb06373421ba9f2353a,kimi-k3,2026-08-09 05:29:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136139,137,135680
chatcmpl-6a779fa969fd541d3c51d317,kimi-k3,2026-08-09 05:29:16,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,135845,143,125440
chatcmpl-6a779f9e69fd541d3c51d30b,kimi-k3,2026-08-09 05:29:08,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,135529,258,134400
chatcmpl-6a779f936373421ba9f23512,kimi-k3,2026-08-09 05:29:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,136199,518,134400
chatcmpl-6a779f8d69fd541d3c51d2f5,kimi-k3,2026-08-09 05:28:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,134639,80,134400
chatcmpl-6a779f886373421ba9f23502,kimi-k3,2026-08-09 05:28:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,134517,53,134144
chatcmpl-6a779f8369fd541d3c51d2e8,kimi-k3,2026-08-09 05:28:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,134201,140,133888
chatcmpl-6a779f796373421ba9f234ec,kimi-k3,2026-08-09 05:28:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,134007,160,133632
chatcmpl-6a779f6d6373421ba9f234db,kimi-k3,2026-08-09 05:28:17,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,133677,157,133120
chatcmpl-6a779f6269fd541d3c51d2c5,kimi-k3,2026-08-09 05:28:09,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,133305,313,132864
chatcmpl-6a779f5d69fd541d3c51d2c1,kimi-k3,2026-08-09 05:28:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132948,170,122880
chatcmpl-6a779f5269fd541d3c51d2b5,kimi-k3,2026-08-09 05:27:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132435,355,131840
chatcmpl-6a779f4869fd541d3c51d2a9,kimi-k3,2026-08-09 05:27:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131870,411,131072
chatcmpl-6a779f4069fd541d3c51d29f,kimi-k3,2026-08-09 05:27:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131300,389,130816
chatcmpl-6a779f336373421ba9f23489,kimi-k3,2026-08-09 05:27:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,130829,419,129536
chatcmpl-6a779f1f69fd541d3c51d274,kimi-k3,2026-08-09 05:27:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129679,978,127744
chatcmpl-6a779f056373421ba9f23441,kimi-k3,2026-08-09 05:26:54,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129495,1342,127744
chatcmpl-6a779f0069fd541d3c51d245,kimi-k3,2026-08-09 05:26:26,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,127933,80,127744
chatcmpl-6a779efb6373421ba9f23435,kimi-k3,2026-08-09 05:26:22,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,127811,53,126976
chatcmpl-6a779eee69fd541d3c51d230,kimi-k3,2026-08-09 05:26:16,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,127160,467,126720
chatcmpl-6a779ee869fd541d3c51d227,kimi-k3,2026-08-09 05:26:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126798,174,126464
chatcmpl-6a779ed06373421ba9f23402,kimi-k3,2026-08-09 05:25:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126713,51,111872
chatcmpl-6a779eca69fd541d3c51d211,kimi-k3,2026-08-09 05:25:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126574,85,125696
chatcmpl-6a779ebf69fd541d3c51d202,kimi-k3,2026-08-09 05:25:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125911,586,125696
chatcmpl-6a779eba69fd541d3c51d1fc,kimi-k3,2026-08-09 05:25:17,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125756,85,125440
chatcmpl-6a779eb269fd541d3c51d1f1,kimi-k3,2026-08-09 05:25:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125466,258,124928
chatcmpl-6a779eab69fd541d3c51d1ea,kimi-k3,2026-08-09 05:25:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125168,222,124416
chatcmpl-6a779ea36373421ba9f233c3,kimi-k3,2026-08-09 05:24:58,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126067,379,124416
chatcmpl-6a779e9e6373421ba9f233bd,kimi-k3,2026-08-09 05:24:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124503,80,124160
chatcmpl-6a779e9a6373421ba9f233b5,kimi-k3,2026-08-09 05:24:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124381,53,124160
chatcmpl-6a779e9569fd541d3c51d1d8,kimi-k3,2026-08-09 05:24:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124208,118,123904
chatcmpl-6a779e9169fd541d3c51d1d2,kimi-k3,2026-08-09 05:24:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124032,127,123648
chatcmpl-6a779e8c69fd541d3c51d1ce,kimi-k3,2026-08-09 05:24:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123784,146,114944
chatcmpl-6a779e816373421ba9f23391,kimi-k3,2026-08-09 05:24:26,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124684,403,111872
chatcmpl-6a779e7969fd541d3c51d1c0,kimi-k3,2026-08-09 05:24:15,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123125,80,0
chatcmpl-6a779e766373421ba9f2337d,kimi-k3,2026-08-09 05:24:08,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123004,53,122624
